Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL1089503,,None,289.65,0,2.57,1,O=C(O)c1sc2c([N+](=O)[O-])c(O)c(O)cc2c1Cl,Ki,<',1.0,nM,,,,UO_0000065,,,,,0,CHEMBL1116964,Inhibition of human recombinant COMT by microplate screening assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1156974,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,
CHEMBL4464343,,None,289.25,0,1.15,687,N#C/C(=C\c1cc(O)c(O)c([N+](=O)[O-])c1)C(=O)N1CCC1,IC50,=',33.0,nM,7.48,,,UO_0000065,25.87,0.49,6.33,5.86,0,CHEMBL4418740,Inhibition of COMT (unknown origin) in presence of AdoMet and Esculetin by reaction kinetic model based assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL4418489,38,Patent Bioactivity Data,,2018,None,,,
CHEMBL4590326,,None,332.32,0,1.21,661N,N#C/C(C(=O)N1CCCCC1)=C(/N)c1cc(O)c(O)c([N+](=O)[O-])c1,Inhibition,=',64.0,%,,,,UO_0000187,,,,,0,CHEMBL4418741,Inhibition of COMT (unknown origin) at 200 nM in presence of AdoMet and Esculetin by reaction kinetic model based assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL4418489,38,Patent Bioactivity Data,,2018,None,,,
CHEMBL4527360,,None,284.23,0,1.86,395,N#C/C(=C\c1cc(O)c(O)c([N+](=O)[O-])c1)c1ccncn1,Inhibition,=',36.0,%,,,,UO_0000187,,,,,0,CHEMBL4418742,Inhibition of COMT (unknown origin) at 50 nM in presence of AdoMet and Esculetin by reaction kinetic model based assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL4418489,38,Patent Bioactivity Data,,2018,None,,,
CHEMBL3277959,,None,395.38,2,-2.66,"20b, Glu-Ado",Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNC(=O)CC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,Inhibition,=',0.0,%,,,,UO_0000187,,,,,0,CHEMBL3279747,Inhibition of catechol O-methyltransferase (unknown origin) using 1 mM SAM as substrate at 0.1 mM,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3272009,1,Scientific Literature,J Med Chem,1976,None,,,
CHEMBL1091981,,None,403.80,0,3.72,10,CCCC(=O)OC(C)OC(=O)c1sc2c([N+](=O)[O-])c(O)c(O)cc2c1Cl,Ki,=',16.6,nM,7.78,,,UO_0000065,19.27,0.41,04.06,5.71,0,CHEMBL1116964,Inhibition of human recombinant COMT by microplate screening assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1156974,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,
CHEMBL1091204,,None,331.73,0,3.44,5,CC(C)OC(=O)c1sc2c([N+](=O)[O-])c(O)c(O)cc2c1Cl,Ki,=',1.1,nM,8.96,,,UO_0000065,27.01,0.58,5.52,8.15,0,CHEMBL1116964,Inhibition of human recombinant COMT by microplate screening assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1156974,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,
CHEMBL4458750,,None,305.25,0,01.03,701,N#C/C(C(=O)N1CCC1)=C(/O)c1cc(O)c(O)c([N+](=O)[O-])c1,IC50,=',3560.0,nM,5.45,,,UO_0000065,17.85,0.34,4.42,3.68,0,CHEMBL4418740,Inhibition of COMT (unknown origin) in presence of AdoMet and Esculetin by reaction kinetic model based assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL4418489,38,Patent Bioactivity Data,,2018,None,,,
CHEMBL4454788,,None,270.33,0,1.61,20,O=c1cc2n(cc1O)CCN(CCc1ccccc1)C2,IC50,=',2000.0,nM,5.70,,,UO_0000065,21.08,0.39,04.09,12.53,0,CHEMBL4411225,Inhibition of human MB-COMT expressed in HEK293 cells using dopamine as substrate and SAM as cofactor preincubated for 30 mins followed by substrate addition and measured after 40 mins by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL4406925,1,Scientific Literature,ACS Med Chem Lett,2019,CHEMBL3307715,,,
CHEMBL4461693,,None,325.19,0,2.88,38,O=c1cc2n(cc1O)CCN(Cc1ccc(Cl)cc1Cl)C2,IC50,>',5000.0,nM,,,,UO_0000065,,,,,0,CHEMBL4411244,"Inhibition of recombinant human C-terminal His6-tagged S-COMT expressed in 293-6E cells using 7,8-dihydroxy-4-methylcoumarin as substrate and SAM as cofactor incubated for 1 hr by MTase Glo methyltransferase assay",B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL4406925,1,Scientific Literature,ACS Med Chem Lett,2019,None,,,
CHEMBL159732,,None,391.38,0,3.38,13,O=C(N/N=C(/Cc1ccccc1)c1cc(O)c(O)c([N+](=O)[O-])c1)c1ccccc1,Inhibition,=',45.0,%,,,,UO_0000187,,,,,0,CHEMBL661097,Inhibition of Catechol O-methyltransferase activity in SK-N-SH cells at a concentration of 100 nM,B,BAO_0000219,cell-based format,None,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1135708,1,Scientific Literature,J Med Chem,2002,CHEMBL3307745,,,
CHEMBL3527536,,None,342.35,0,2.90,M2,Oc1ccc([C@@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2ccc3c(c2)OCO3)cc1O,Vmax,=',0.71,nmol/min,,,,,,,,,0,CHEMBL3541533,Drug metabolism in human liver cytosol assessed as COMT-mediated methylation per mg of protein after 10 to 30 mins by HPLC analysis in presence of SAM,A,BAO_0000019,assay format,Homo sapiens,CHEMBL3559723,Liver,None,Cytosol,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3525932,1,Scientific Literature,Drug Metab Dispos,2012,None,,,
CHEMBL953,ENTACAPONE,4.0,305.29,0,1.78,2,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,Inhibition,=',77.0,%,,,,UO_0000187,,,,,0,CHEMBL661097,Inhibition of Catechol O-methyltransferase activity in SK-N-SH cells at a concentration of 100 nM,B,BAO_0000219,cell-based format,None,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1135708,1,Scientific Literature,J Med Chem,2002,CHEMBL3307745,,,
CHEMBL1324,TOLCAPONE,4.0,273.24,0,2.55,Tolcapone,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,IC50,=',127.0,nM,6.90,,,UO_0000065,25.24,0.47,4.35,6.85,0,CHEMBL3821389,Inhibition of human recombinant His-tagged soluble COMT expressed in Escherichia coli BL21 using aesculetin as substrate after 60 mins by microplate assay in presence of SAM,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3817783,1,Scientific Literature,J Med Chem,2016,None,,,
CHEMBL3799278,,None,242.24,0,0.89,14,Cc1cn2nc(-n3ccc(=O)c(O)c3)ccc2n1,IC50,>',5000.0,nM,,,,UO_0000065,,,,,0,CHEMBL3801492,Inhibition of recombinant human C-terminal His6-tagged MB-COMT expressed in Bacmid using SAM/dopamine as substrate preincubated for 2 hrs followed by substrate addition measured after 25 mins by SAC TAMRA tracer-based fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3797074,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,,,
CHEMBL4438313,,None,256.31,0,1.57,19,O=c1cc2n(cc1O)CCN(Cc1ccccc1)C2,IC50,=',220.0,nM,6.66,,,UO_0000065,25.97,0.48,05.09,14.64,0,CHEMBL4411225,Inhibition of human MB-COMT expressed in HEK293 cells using dopamine as substrate and SAM as cofactor preincubated for 30 mins followed by substrate addition and measured after 40 mins by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL4406925,1,Scientific Literature,ACS Med Chem Lett,2019,CHEMBL3307715,,,
CHEMBL4458006,,None,284.36,0,2.19,33,Cc1ccc(CN2CCn3cc(O)c(=O)cc3C2)c(C)c1,IC50,=',13.0,nM,7.89,,,UO_0000065,27.73,0.51,5.70,17.34,0,CHEMBL4411225,Inhibition of human MB-COMT expressed in HEK293 cells using dopamine as substrate and SAM as cofactor preincubated for 30 mins followed by substrate addition and measured after 40 mins by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL4406925,1,Scientific Literature,ACS Med Chem Lett,2019,CHEMBL3307715,,,
CHEMBL1324,TOLCAPONE,4.0,273.24,0,2.55,1,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,IC50,<',1.0,nM,,,,UO_0000065,,,,,1,CHEMBL4411225,Inhibition of human MB-COMT expressed in HEK293 cells using dopamine as substrate and SAM as cofactor preincubated for 30 mins followed by substrate addition and measured after 40 mins by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL4406925,1,Scientific Literature,ACS Med Chem Lett,2019,CHEMBL3307715,,,
CHEMBL4174117,,None,292.36,0,02.03,30,Cc1cc(S(=O)(=O)N2CCCC2)c2cccnc2c1O,IC50,=',19.95,nM,7.70,,,UO_0000065,26.34,0.53,5.67,10.92,0,CHEMBL4158335,Inhibition of c-terminal hexa-His tagged human MB-COMT expressed in HEK293 cell membrane homogenate using norepinephrine as substrate after 1 hr in presence of SAM by MTase glo methyltransferase assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL4152376,1,Scientific Literature,J Med Chem,2018,None,,,
CHEMBL4169861,,None,277.35,0,2.66,11,O=S(=O)(c1ccc(O)c2ncccc12)C1CCCC1,IC50,=',501.19,nM,6.30,,,UO_0000065,22.71,0.45,3.64,9.37,0,CHEMBL4158337,"Inhibition of c-terminal hexa-His tagged human S-COMT expressed in HEK293-6E cell membrane homogenate using 7,8-dihydroxy-4-methylcoumarin as substrate after 1 hr in presence of SAM by MTase glo methyltransferase assay",B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL4152376,1,Scientific Literature,J Med Chem,2018,None,,,
CHEMBL4174102,,None,299.35,0,03.08,7,Cc1ccc(S(=O)(=O)c2ccc(O)c3ncccc23)cc1,IC50,=',19.95,nM,7.70,,,UO_0000065,25.72,0.50,4.62,11.45,0,CHEMBL4158335,Inhibition of c-terminal hexa-His tagged human MB-COMT expressed in HEK293 cell membrane homogenate using norepinephrine as substrate after 1 hr in presence of SAM by MTase glo methyltransferase assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL4152376,1,Scientific Literature,J Med Chem,2018,None,,,
CHEMBL4163083,,None,263.30,0,3.48,9,Cc1ccc(C(=O)c2ccc(O)c3ncccc23)cc1,IC50,=',3981.07,nM,5.40,,,UO_0000065,20.51,0.37,1.92,10.76,0,CHEMBL4158335,Inhibition of c-terminal hexa-His tagged human MB-COMT expressed in HEK293 cell membrane homogenate using norepinephrine as substrate after 1 hr in presence of SAM by MTase glo methyltransferase assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL4152376,1,Scientific Literature,J Med Chem,2018,None,,,
CHEMBL4174751,,None,337.76,0,3.57,19,O=S(=O)(c1ccc(F)cc1)c1cc(Cl)c(O)c2ncccc12,IC50,>',10000.0,nM,,,,UO_0000065,,,,,0,CHEMBL4158337,"Inhibition of c-terminal hexa-His tagged human S-COMT expressed in HEK293-6E cell membrane homogenate using 7,8-dihydroxy-4-methylcoumarin as substrate after 1 hr in presence of SAM by MTase glo methyltransferase assay",B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL4152376,1,Scientific Literature,J Med Chem,2018,None,,,
CHEMBL4163421,,None,312.78,0,2.38,29,O=S(=O)(c1cc(Cl)c(O)c2ncccc12)N1CCCC1,IC50,=',3162.28,nM,5.50,,,UO_0000065,17.58,0.38,3.12,7.80,0,CHEMBL4158337,"Inhibition of c-terminal hexa-His tagged human S-COMT expressed in HEK293-6E cell membrane homogenate using 7,8-dihydroxy-4-methylcoumarin as substrate after 1 hr in presence of SAM by MTase glo methyltransferase assay",B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL4152376,1,Scientific Literature,J Med Chem,2018,None,,,
CHEMBL4174117,,None,292.36,0,02.03,30,Cc1cc(S(=O)(=O)N2CCCC2)c2cccnc2c1O,IC50,=',3162.28,nM,5.50,,,UO_0000065,18.81,0.38,3.47,7.80,0,CHEMBL4158337,"Inhibition of c-terminal hexa-His tagged human S-COMT expressed in HEK293-6E cell membrane homogenate using 7,8-dihydroxy-4-methylcoumarin as substrate after 1 hr in presence of SAM by MTase glo methyltransferase assay",B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL4152376,1,Scientific Literature,J Med Chem,2018,None,,,
CHEMBL351990,,None,363.37,0,04.06,10,O=[N+]([O-])c1cc(/C(Cc2ccccc2)=N\Nc2ccccc2)cc(O)c1O,Inhibition,=',77.0,%,,,,UO_0000187,,,,,0,CHEMBL661097,Inhibition of Catechol O-methyltransferase activity in SK-N-SH cells at a concentration of 100 nM,B,BAO_0000219,cell-based format,None,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1135708,1,Scientific Literature,J Med Chem,2002,CHEMBL3307745,,,
CHEMBL198628,,None,287.27,0,2.82,7b,O=C(CCc1ccccc1)c1ccc(O)c(O)c1[N+](=O)[O-],Inhibition,=',76.0,%,,,,UO_0000187,,,,,0,CHEMBL858656,Percentage inhibitory activity against COMT at 100 nM in human neuroblastoma SK-N-SH cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1140432,1,Scientific Literature,J Med Chem,2005,CHEMBL3307745,,,
CHEMBL197115,,None,273.24,0,2.43,7a,O=C(Cc1ccccc1)c1ccc(O)c(O)c1[N+](=O)[O-],Inhibition,=',98.0,%,,,,UO_0000187,,,,,0,CHEMBL858656,Percentage inhibitory activity against COMT at 100 nM in human neuroblastoma SK-N-SH cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1140432,1,Scientific Literature,J Med Chem,2005,CHEMBL3307745,,,
CHEMBL3289432,,None,179.25,0,2.15,7,Cc1nc(C)c(-c2cc[nH]n2)s1,Delta Tm,=',4.2,degrees C,,,,UO_0000027,,,,,0,CHEMBL3291949,Binding affinity to human cloned COMT assessed as change in melting temperature at 1 mM by differential scanning fluorescence analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3286156,1,Scientific Literature,J Med Chem,2014,None,,,
CHEMBL3920565,,None,256.18,0,2.16,BDBM206348,O=c1[nH]c(-c2ccc(C(F)(F)F)cc2)ncc1O,IC50,=',210.0,nM,6.68,,365174,UO_0000065,26.07,0.51,4.52,10.12,0,CHEMBL3887974,"Fluorescence Polarization Assay: To determine IC50 values in the fluorescence polarization assay, solutions of test compounds were prepared and preincubated with COMT enzyme as stated above. Enzyme reactions were initiated upon the addition of 5 μL of an 8× mix prepared in assay buffer containing 8 μM SAM (USB catalog # US10601), 16 μM dopamine (Sigma catalog # H8502) and 40 mM MgCl2. After 25 minutes incubation at room temperature, reactions were quenched with 5 μL 250 mM EDTA, pH 82. To quenched reactions, 20 μL of a preformed complex containing S-adenosyl-L-cysteine (SAC) TAMRA tracer (2 mM from Ana spec diluted 1:80,000) and a 1:20 dilution of anti-S-adenosyl-L-homocysteine antibody (mouse monoclonal from Abbott Homocysteine detection kit, catalog #7D29-20) was prepared in assay buffer 11 (Na2HPO4 pH 7.2). Prior to combining with quenched enzyme assays, the SAH antibody/SAC TAMRA tracer complex was preformed at room temperature for 30 minutes while protected from light. Therefore, the fin",B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3886523,37,BindingDB Database,,2016,None,,,
CHEMBL418518,,None,296.28,0,0.91,14a,O=C(CCN1CCOCC1)c1ccc(O)c(O)c1[N+](=O)[O-],Inhibition,=',88.0,%,,,,UO_0000187,,,,,0,CHEMBL858656,Percentage inhibitory activity against COMT at 100 nM in human neuroblastoma SK-N-SH cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1140432,1,Scientific Literature,J Med Chem,2005,CHEMBL3307745,,,
CHEMBL269563,,None,439.39,0,3.42,14k,O=C(CCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccc(O)c(O)c1[N+](=O)[O-],Inhibition,=',94.0,%,,,,UO_0000187,,,,,0,CHEMBL858656,Percentage inhibitory activity against COMT at 100 nM in human neuroblastoma SK-N-SH cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1140432,1,Scientific Literature,J Med Chem,2005,CHEMBL3307745,,,
CHEMBL1324,TOLCAPONE,4.0,273.24,0,2.55,1,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,Inhibition,=',97.0,%,,,,UO_0000187,,,,,1,CHEMBL858656,Percentage inhibitory activity against COMT at 100 nM in human neuroblastoma SK-N-SH cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SK-N-SH,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1140432,1,Scientific Literature,J Med Chem,2005,CHEMBL3307745,,,
CHEMBL3948365,,None,288.31,0,2.54,BDBM206349,O=c1[nH]c(-c2cccc(C#Cc3ccccc3)c2)ncc1O,IC50,=',590.0,nM,6.23,,365175,UO_0000065,21.61,0.39,3.69,9.44,0,CHEMBL3887974,"Fluorescence Polarization Assay: To determine IC50 values in the fluorescence polarization assay, solutions of test compounds were prepared and preincubated with COMT enzyme as stated above. Enzyme reactions were initiated upon the addition of 5 μL of an 8× mix prepared in assay buffer containing 8 μM SAM (USB catalog # US10601), 16 μM dopamine (Sigma catalog # H8502) and 40 mM MgCl2. After 25 minutes incubation at room temperature, reactions were quenched with 5 μL 250 mM EDTA, pH 82. To quenched reactions, 20 μL of a preformed complex containing S-adenosyl-L-cysteine (SAC) TAMRA tracer (2 mM from Ana spec diluted 1:80,000) and a 1:20 dilution of anti-S-adenosyl-L-homocysteine antibody (mouse monoclonal from Abbott Homocysteine detection kit, catalog #7D29-20) was prepared in assay buffer 11 (Na2HPO4 pH 7.2). Prior to combining with quenched enzyme assays, the SAH antibody/SAC TAMRA tracer complex was preformed at room temperature for 30 minutes while protected from light. Therefore, the fin",B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3886523,37,BindingDB Database,,2016,None,,,
CHEMBL337702,OXIDOPAMINE,2.0,169.18,0,0.30,2; HODA,NCCc1cc(O)c(O)cc1O,Inhibition,,,%,,,Active,UO_0000187,,,,,0,CHEMBL5259476,"Inhibition of S-COMT (unknown origin) assessed as scopoletin formation by measuring fluorescence using 6,7-dihydroxycoumarin as substrate at 100 uM and measured for 60 mins by fluorescence based microplate reader assay",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL5257094,1,Scientific Literature,Bioorg Med Chem Lett,2023,None,DOSE = 100.0 microM | TIME = 1.0 hr,INHIBITOR,
CHEMBL5279753,,None,163.18,0,1.55,11; PCN,N#CCCc1ccc(O)c(O)c1,Inhibition,,,%,,,Active,UO_0000187,,,,,0,CHEMBL5259476,"Inhibition of S-COMT (unknown origin) assessed as scopoletin formation by measuring fluorescence using 6,7-dihydroxycoumarin as substrate at 100 uM and measured for 60 mins by fluorescence based microplate reader assay",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL5257094,1,Scientific Literature,Bioorg Med Chem Lett,2023,None,DOSE = 100.0 microM | TIME = 1.0 hr,INHIBITOR,
CHEMBL3425742,,None,306.37,0,2.71,26,NCCc1cc(=O)c(O)cn1-c1cccc(-c2ccccc2)c1,IC50,=',13000.0,nM,4.89,,,UO_0000065,15.95,0.29,2.18,7.16,0,CHEMBL3429503,Inhibition of C-terminal His6-tagged recombinant human membrane bound COMT expressed in Bacmid infected Sf-9 insect cells using dopamine/SAM as substrate/cofactor preincubated for 2 hrs followed by dopamine/SAM addition after 25 mins by fluorescence polarization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3425416,1,Scientific Literature,ACS Med Chem Lett,2015,None,,,
CHEMBL3425725,,None,217.22,0,01.04,8,O=c1cc(CO)n(-c2ccccc2)cc1O,IC50,=',3400.0,nM,5.47,,,UO_0000065,25.18,0.47,4.43,8.76,0,CHEMBL3429503,Inhibition of C-terminal His6-tagged recombinant human membrane bound COMT expressed in Bacmid infected Sf-9 insect cells using dopamine/SAM as substrate/cofactor preincubated for 2 hrs followed by dopamine/SAM addition after 25 mins by fluorescence polarization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3425416,1,Scientific Literature,ACS Med Chem Lett,2015,None,,,
CHEMBL3425744,,None,307.11,None,None,28,O=c1c(O)cn(-c2cccc(-c3ccccc3)c2)cc1B(O)O,IC50,=',200.0,nM,6.70,,,UO_0000065,21.81,None,None,None,0,CHEMBL3429503,Inhibition of C-terminal His6-tagged recombinant human membrane bound COMT expressed in Bacmid infected Sf-9 insect cells using dopamine/SAM as substrate/cofactor preincubated for 2 hrs followed by dopamine/SAM addition after 25 mins by fluorescence polarization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3425416,1,Scientific Literature,ACS Med Chem Lett,2015,None,,,
CHEMBL3425742,,None,306.37,0,2.71,26,NCCc1cc(=O)c(O)cn1-c1cccc(-c2ccccc2)c1,IC50,=',24000.0,nM,4.62,,,UO_0000065,15.08,0.27,1.91,6.77,0,CHEMBL3429505,Inhibition of recombinant human soluble COMT using dopamine/SAM as substrate/cofactor preincubated for 2 hrs followed by dopamine/SAM addition after 25 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3425416,1,Scientific Literature,ACS Med Chem Lett,2015,None,,,
CHEMBL526648,,None,489.57,0,2.23,14,CC(=O)c1ccc(N2CCN(C(=O)c3cc(S(C)(=O)=O)ccc3N3CCOCC3)CC2)c(F)c1,Inhibition,<',20.0,%,,,,UO_0000187,,,,,0,CHEMBL1007121,Inhibition of catechol-O-methyl transferase at 10 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1141693,1,Scientific Literature,Bioorg Med Chem Lett,2008,None,,,
CHEMBL3289429,,None,234.21,0,2.26,4,Cc1nc(C(F)(F)F)c(-c2nc[nH]n2)s1,Ki,=',251000.0,nM,3.60,,,UO_0000065,15.37,0.33,1.34,6.61,0,CHEMBL3291944,Inhibition of catalytic activity of human cloned COMT expressed in Escherichia coli using [3H]-S-adenosylmethionine as substrate after 20 mins by liquid scintillation counting,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3286156,1,Scientific Literature,J Med Chem,2014,None,,,
CHEMBL3289430,,None,162.20,0,1.12,5,Cc1nn(C)cc1-c1cc[nH]n1,Ki,=',6300.0,nM,5.20,,,UO_0000065,32.06,0.59,04.08,11.18,0,CHEMBL3291944,Inhibition of catalytic activity of human cloned COMT expressed in Escherichia coli using [3H]-S-adenosylmethionine as substrate after 20 mins by liquid scintillation counting,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL2023,Catechol O-methyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3286156,1,Scientific Literature,J Med Chem,2014,None,,,
